distance_cm,snr,confidence,kurtosis,skewness,rms,zero_crossing_rate,peak_to_peak,pulse_width_us,rise_time_us,fall_time_us,echo_area,crest_factor,spectral_centroid,spectral_crest,psd_energy,spectral_entropy,dominant_freq_hz,target_strength_dB,echo_noise_ratio,label,target_distance_cm
159.7,3.71,1.0,-1.0671,0.3879,510.95,0.06,723.71,1111.0,555.5,411.07,47245.9,1.741,3834.4,24.467,8926756.0,0.5992,351.6,11.38,3.71,metal,160
160.1,3.67,1.0,-1.1056,0.3612,527.46,0.0417,703.94,1066.56,533.28,377.74,47203.5,1.665,3752.1,24.702,9226614.0,0.5939,351.6,11.29,3.67,metal,160
160.1,3.87,1.0,-1.1118,0.3675,554.41,0.0211,747.56,1055.45,544.39,444.4,49049.6,1.67,3654.6,23.912,10172811.0,0.6045,351.6,11.76,3.87,metal,160
160.1,3.7,1.0,-1.1994,0.3386,543.87,0.02,713.17,1111.0,544.39,366.63,50097.3,1.626,3102.1,26.605,10242621.0,0.5439,351.6,11.37,3.7,metal,160
160.1,3.92,1.0,-1.1756,0.3477,554.58,0.0417,750.88,1066.56,511.06,433.29,49325.0,1.683,3994.2,23.873,10323123.0,0.6058,703.2,11.86,3.92,metal,160
159.9,4.08,1.0,-1.0557,0.4109,554.3,0.0638,779.34,1044.34,555.5,433.29,48392.5,1.753,4183.8,22.258,10150541.0,0.6281,703.2,12.22,4.08,metal,160
160.0,3.9,1.0,-1.1587,0.3646,538.11,0.0404,755.7,1099.89,555.5,411.07,48947.5,1.721,3672.4,24.735,9850742.0,0.5862,703.2,11.82,3.9,metal,160
159.9,3.87,1.0,-1.196,0.3254,543.28,0.0213,743.94,1044.34,555.5,411.07,47398.1,1.688,3627.0,24.985,9611759.0,0.5782,703.2,11.75,3.87,metal,160
159.8,4.11,1.0,-1.0674,0.3855,551.58,0.043,790.33,1033.23,555.5,433.29,47584.9,1.766,4062.1,22.692,9989278.0,0.6208,703.2,12.28,4.11,metal,160
160.1,3.89,1.0,-1.1468,0.3549,542.26,0.0208,745.6,1066.56,555.5,366.63,48059.2,1.699,3992.0,23.807,9864003.0,0.6016,703.2,11.81,3.89,metal,160
160.0,4.06,1.0,-1.0436,0.3751,547.56,0.0426,778.24,1044.34,555.5,433.29,47594.8,1.748,4479.2,22.16,9935848.0,0.6303,703.2,12.16,4.06,metal,160
160.0,4.22,1.0,-0.8903,0.4503,553.63,0.0645,811.97,1033.23,544.39,444.4,47562.0,1.797,4983.6,20.475,10218756.0,0.6547,703.2,12.51,4.22,metal,160
159.9,4.08,1.0,-1.0109,0.3854,547.39,0.043,773.3,1033.23,555.5,433.29,47157.0,1.755,4680.9,21.78,9815350.0,0.6373,703.2,12.22,4.08,metal,160
159.6,4.11,1.0,-1.0283,0.3656,549.5,0.0435,780.11,1022.12,544.39,422.18,46873.9,1.755,4658.0,21.837,9795694.0,0.6383,703.2,12.27,4.11,metal,160
159.6,4.18,1.0,-0.9415,0.4243,542.13,0.0652,806.93,1022.12,544.39,422.18,46105.2,1.811,4872.8,20.786,9589068.0,0.6558,703.2,12.42,4.18,metal,160
159.6,4.28,1.0,-0.8146,0.4683,547.38,0.0899,841.87,988.79,555.5,388.85,45126.9,1.841,5195.4,19.506,9527606.0,0.674,703.2,12.63,4.28,metal,160
159.7,4.19,1.0,-0.7825,0.5038,532.18,0.0645,810.8,1033.23,544.39,444.4,45617.1,1.855,5023.3,19.653,9413009.0,0.6668,703.2,12.44,4.19,metal,160
159.7,4.26,1.0,-0.6636,0.5484,544.46,0.1136,820.01,977.68,544.39,388.85,44330.9,1.849,5231.9,18.641,9527837.0,0.6801,703.2,12.6,4.26,metal,160
159.7,3.92,1.0,-1.0482,0.3883,521.98,0.0638,743.53,1044.34,555.5,433.29,45308.8,1.77,4533.5,21.293,9070426.0,0.647,703.2,11.86,3.92,metal,160
159.6,3.77,1.0,-1.1178,0.382,510.55,0.0404,727.93,1099.89,599.94,433.29,46295.8,1.737,3782.3,23.02,9065302.0,0.6139,703.2,11.52,3.77,metal,160
160.0,4.01,1.0,-0.975,0.4094,530.18,0.0638,777.46,1044.34,544.39,355.52,45932.0,1.78,4514.2,21.116,9499752.0,0.6441,703.2,12.06,4.01,metal,160
160.0,3.77,1.0,-1.1696,0.3361,519.25,0.02,735.21,1111.0,599.94,444.4,47640.2,1.707,3827.3,24.333,9349602.0,0.5947,703.2,11.53,3.77,metal,160
160.0,3.94,1.0,-1.0434,0.3846,518.68,0.04,778.48,1111.0,611.05,444.4,47528.2,1.783,4316.2,22.564,9454188.0,0.6272,703.2,11.91,3.94,metal,160
160.0,3.94,1.0,-1.0459,0.375,516.16,0.0404,779.45,1099.89,622.16,433.29,46957.5,1.795,4110.4,22.933,9240315.0,0.6171,703.2,11.92,3.94,metal,160
159.7,3.82,1.0,-1.1908,0.3086,513.83,0.0202,740.16,1099.89,633.27,411.07,46837.2,1.746,3792.4,24.682,9039504.0,0.591,703.2,11.65,3.82,metal,160
159.8,3.79,1.0,-1.1373,0.3404,507.71,0.0404,734.6,1099.89,622.16,422.18,46245.8,1.75,4137.8,23.685,8859031.0,0.6128,703.2,11.57,3.79,metal,160
159.8,3.88,1.0,-0.9978,0.4134,510.95,0.0404,739.34,1099.89,599.94,444.4,46611.0,1.784,4990.5,21.763,8958091.0,0.6473,351.6,11.77,3.88,metal,160
159.8,4.01,1.0,-0.9555,0.3959,525.38,0.0632,765.68,1055.45,566.61,444.4,46214.6,1.798,5001.3,21.333,9169178.0,0.6489,351.6,12.07,4.01,metal,160
159.7,3.79,1.0,-1.1411,0.3518,516.65,0.04,717.62,1111.0,599.94,455.51,47524.1,1.727,4231.2,23.6,9150102.0,0.6058,351.6,11.57,3.79,metal,160
159.6,3.93,1.0,-1.0532,0.3979,518.21,0.06,761.13,1111.0,599.94,455.51,47534.2,1.785,4648.9,22.149,9248636.0,0.631,351.6,11.88,3.93,metal,160
159.6,3.61,1.0,-1.2066,0.3191,508.48,0.02,687.77,1111.0,588.83,433.29,46763.9,1.671,4005.5,24.765,8811630.0,0.5847,703.2,11.16,3.61,metal,160
159.8,3.67,1.0,-1.205,0.3103,510.64,0.0202,708.75,1099.89,566.61,388.85,46449.8,1.69,3767.2,24.838,8986829.0,0.5811,703.2,11.3,3.67,metal,160
160.2,3.83,1.0,-1.134,0.3088,528.98,0.0211,728.16,1055.45,544.39,366.63,46449.7,1.703,4134.8,23.072,9411140.0,0.6141,703.2,11.67,3.83,metal,160
160.2,3.75,1.0,-1.2442,0.2975,520.98,0.02,712.59,1111.0,599.94,433.29,47897.7,1.689,3590.5,25.464,9429970.0,0.5698,351.6,11.48,3.75,metal,160
160.1,3.76,1.0,-1.2231,0.3204,522.22,0.02,716.79,1111.0,588.83,444.4,48089.6,1.685,3631.2,24.8,9394159.0,0.5855,351.6,11.49,3.76,metal,160
159.8,3.96,1.0,-1.1415,0.3533,536.45,0.0417,746.01,1066.56,555.5,455.51,47510.2,1.727,4426.3,22.276,9654180.0,0.6305,703.2,11.95,3.96,metal,160
159.4,3.7,1.0,-1.2693,0.3238,520.46,0.0198,694.2,1122.11,588.83,366.63,48184.1,1.662,3793.3,25.162,9241150.0,0.5785,703.2,11.36,3.7,metal,160
159.3,3.84,1.0,-1.1468,0.3844,512.99,0.0198,741.9,1122.11,555.5,511.06,47469.2,1.745,4036.1,22.891,9176245.0,0.6165,703.2,11.68,3.84,metal,160
159.3,3.75,1.0,-1.1982,0.3962,498.69,0.0377,720.44,1177.66,622.16,499.95,48053.3,1.766,3733.7,23.954,8779733.0,0.5951,703.2,11.49,3.75,metal,160
159.3,3.59,1.0,-1.2442,0.3688,493.37,0.0377,690.73,1177.66,599.94,422.18,47389.8,1.713,3461.3,24.992,8716676.0,0.5733,703.2,11.1,3.59,metal,160
159.3,3.69,1.0,-1.2031,0.3384,501.78,0.0404,703.83,1099.89,599.94,444.4,45481.6,1.735,4020.3,23.257,8499943.0,0.613,703.2,11.34,3.69,metal,160
159.4,3.83,1.0,-1.1164,0.335,510.35,0.0426,732.41,1044.34,555.5,444.4,44263.5,1.773,4367.7,22.095,8454676.0,0.6297,703.2,11.66,3.83,metal,160
159.4,3.53,1.0,-1.2435,0.3239,497.5,0.02,669.02,1111.0,588.83,355.52,45462.6,1.675,3354.1,25.653,8472596.0,0.5574,703.2,10.94,3.53,metal,160
159.4,3.61,1.0,-1.1993,0.3482,498.17,0.0202,684.84,1099.89,544.39,477.73,45245.4,1.713,3778.9,23.629,8509353.0,0.5987,703.2,11.16,3.61,metal,160
159.5,3.73,1.0,-1.1469,0.3434,501.33,0.0404,722.54,1099.89,566.61,477.73,45548.5,1.758,3873.9,23.123,8575630.0,0.6055,351.6,11.43,3.73,metal,160
159.4,3.57,1.0,-1.2268,0.3063,500.13,0.0202,686.84,1099.89,544.39,399.96,45497.9,1.684,3666.6,24.327,8535569.0,0.585,703.2,11.05,3.57,metal,160
159.4,3.78,1.0,-1.1072,0.3605,512.51,0.0211,721.5,1055.45,555.5,444.4,44973.6,1.733,4137.1,22.033,8739131.0,0.6267,351.6,11.54,3.78,metal,160
159.4,3.76,1.0,-1.1195,0.359,507.36,0.0417,720.57,1066.56,566.61,444.4,44858.0,1.742,4046.8,22.183,8589425.0,0.6195,351.6,11.49,3.76,metal,160
159.3,3.56,1.0,-1.2444,0.3114,490.23,0.04,679.97,1111.0,599.94,444.4,44897.3,1.708,3794.3,23.553,8206582.0,0.6036,351.6,11.03,3.56,metal,160
159.4,3.59,1.0,-1.2178,0.3018,491.8,0.0404,686.62,1099.89,611.05,422.18,44532.3,1.711,4059.5,22.817,8287811.0,0.6185,703.2,11.09,3.59,metal,160
159.4,3.82,1.0,-1.1036,0.3306,517.87,0.0638,729.43,1044.34,555.5,433.29,44853.7,1.738,4702.2,20.709,8947809.0,0.6528,703.2,11.65,3.82,metal,160
159.5,3.95,1.0,-1.0522,0.3337,532.05,0.0667,756.98,999.9,555.5,388.85,44374.5,1.748,4761.3,20.351,9014431.0,0.6576,703.2,11.92,3.95,metal,160
159.5,4.01,1.0,-1.0311,0.3743,525.62,0.0638,776.2,1044.34,555.5,433.29,45380.8,1.801,4780.0,20.436,9277003.0,0.6571,703.2,12.07,4.01,metal,160
159.5,4.17,1.0,-0.8659,0.4318,542.59,0.0889,826.42,999.9,555.5,399.96,45054.5,1.819,4863.1,19.541,9575301.0,0.665,703.2,12.41,4.17,metal,160
159.9,3.86,1.0,-1.1398,0.3309,528.68,0.0632,739.33,1055.45,555.5,355.52,46360.5,1.725,4346.3,22.243,9377208.0,0.6323,703.2,11.72,3.86,metal,160
160.2,3.97,1.0,-1.0001,0.413,525.34,0.0632,771.31,1055.45,555.5,366.63,45934.2,1.784,4820.3,20.556,9385420.0,0.6597,703.2,11.97,3.97,metal,160
160.2,3.87,1.0,-1.0245,0.4016,522.45,0.0625,751.2,1066.56,555.5,455.51,46295.7,1.753,4404.3,21.552,9239653.0,0.6413,703.2,11.76,3.87,metal,160
160.6,3.72,1.0,-1.1849,0.36,514.5,0.0396,719.51,1122.11,588.83,377.74,47604.2,1.717,3620.7,24.169,9307333.0,0.5904,703.2,11.42,3.72,metal,160
160.2,3.76,1.0,-1.1305,0.3506,522.8,0.0412,732.91,1077.67,555.5,466.62,46753.0,1.71,4114.7,22.8,9381994.0,0.6187,703.2,11.52,3.76,metal,160
159.9,3.88,1.0,-1.0524,0.3769,524.51,0.0625,767.36,1066.56,555.5,455.51,46416.8,1.76,4403.2,21.924,9384713.0,0.636,703.2,11.77,3.88,metal,160
160.3,3.64,1.0,-1.2199,0.3054,514.61,0.0206,708.37,1077.67,555.5,377.74,46029.9,1.685,3876.1,24.244,9028039.0,0.594,703.2,11.21,3.64,metal,160
160.0,3.6,1.0,-1.2426,0.2452,518.29,0.0417,696.69,1066.56,499.95,433.29,45819.5,1.657,4187.8,23.635,9221178.0,0.6091,703.2,11.13,3.6,metal,160
160.1,3.8,1.0,-1.113,0.2529,538.95,0.0659,746.91,1011.01,488.84,388.85,45491.5,1.683,4729.2,21.696,9587455.0,0.646,703.2,11.59,3.8,metal,160
160.1,3.8,1.0,-1.1945,0.221,538.0,0.044,734.98,1011.01,499.95,388.85,45496.3,1.687,4322.0,23.094,9534877.0,0.62,703.2,11.6,3.8,metal,160
159.9,3.79,1.0,-1.1976,0.2394,536.84,0.043,737.62,1033.23,555.5,411.07,46247.3,1.686,4309.2,23.197,9742328.0,0.616,703.2,11.58,3.79,metal,160
159.9,3.92,1.0,-1.1249,0.2707,539.22,0.0435,762.22,1022.12,566.61,399.96,45973.5,1.736,4196.2,22.566,9704383.0,0.6233,703.2,11.86,3.92,metal,160
160.0,3.71,1.0,-1.2649,0.2174,530.61,0.0421,716.15,1055.45,533.28,377.74,46578.1,1.67,3832.6,24.938,9430540.0,0.5859,703.2,11.38,3.71,metal,160
160.0,3.89,1.0,-1.18,0.2723,536.79,0.0421,746.18,1055.45,522.17,399.96,46996.4,1.731,4531.0,22.96,9605673.0,0.6247,703.2,11.79,3.89,metal,160
160.0,4.06,1.0,-1.0148,0.3381,549.64,0.0889,790.72,999.9,566.61,377.74,45888.5,1.77,4745.2,21.233,9765129.0,0.6443,703.2,12.17,4.06,metal,160
160.1,3.79,1.0,-1.1823,0.3512,516.08,0.04,734.74,1111.0,544.39,433.29,47090.8,1.759,4099.5,23.464,9326738.0,0.6082,703.2,11.57,3.79,metal,160
160.0,3.9,1.0,-1.0834,0.3484,530.71,0.0426,755.5,1044.34,544.39,377.74,46000.0,1.753,4356.6,22.533,9272505.0,0.6266,703.2,11.81,3.9,metal,160
160.0,3.92,1.0,-0.994,0.3734,532.18,0.0667,764.49,999.9,499.95,377.74,44458.3,1.757,4294.3,21.794,9087654.0,0.6318,703.2,11.88,3.92,metal,160
160.1,3.65,1.0,-1.1998,0.3155,503.59,0.0412,695.42,1077.67,544.39,399.96,44946.6,1.723,3795.8,24.301,8434544.0,0.5986,703.2,11.24,3.65,metal,160
160.0,3.77,1.0,-1.1635,0.2963,518.7,0.0426,721.24,1044.34,611.05,377.74,45091.8,1.724,4118.0,23.791,8775221.0,0.6098,703.2,11.53,3.77,metal,160
160.0,3.93,1.0,-1.028,0.3943,519.96,0.0417,756.39,1066.56,533.28,399.96,45933.0,1.79,4333.3,22.158,8952586.0,0.6302,703.2,11.88,3.93,metal,160
160.0,3.67,1.0,-1.2223,0.3423,506.73,0.04,698.06,1111.0,611.05,422.18,46567.5,1.715,3638.6,24.832,8621642.0,0.5852,703.2,11.3,3.67,metal,160
159.9,3.8,1.0,-1.154,0.3506,514.27,0.0404,735.85,1099.89,611.05,433.29,46744.4,1.744,4080.1,23.41,8854430.0,0.6124,703.2,11.58,3.8,metal,160
159.9,3.88,1.0,-1.0916,0.3485,520.38,0.0421,740.55,1055.45,622.16,377.74,45635.1,1.76,4461.8,22.214,8748546.0,0.6336,703.2,11.79,3.88,metal,160
160.0,3.77,1.0,-1.2449,0.2763,515.03,0.0408,713.83,1088.78,622.16,399.96,46409.7,1.722,3845.9,24.655,8823040.0,0.5898,703.2,11.54,3.77,metal,160
160.0,3.95,1.0,-1.1516,0.2536,544.85,0.0674,750.51,988.79,555.5,377.74,45167.8,1.697,4345.7,22.5,9344935.0,0.6278,703.2,11.92,3.95,metal,160
160.0,4.08,1.0,-1.0454,0.2917,546.25,0.0674,789.7,988.79,555.5,377.74,45104.6,1.753,4688.9,21.17,9591954.0,0.646,703.2,12.21,4.08,metal,160
160.1,4.04,1.0,-1.1654,0.1739,555.64,0.0455,772.0,977.68,555.5,366.63,45562.6,1.708,4206.2,22.81,9733545.0,0.6186,703.2,12.14,4.04,metal,160
160.0,3.71,1.0,-1.3231,0.1605,529.37,0.0421,701.84,1055.45,555.5,311.08,46253.3,1.644,3499.2,25.455,9254994.0,0.5686,703.2,11.39,3.71,metal,160
160.0,3.89,1.0,-1.189,0.1702,545.48,0.0449,739.44,988.79,488.84,366.63,45163.0,1.675,3891.8,23.477,9394772.0,0.6042,703.2,11.8,3.89,metal,160
160.1,3.83,1.0,-1.2864,0.1964,532.59,0.0208,739.17,1066.56,555.5,366.63,46915.9,1.692,3502.4,25.233,9589331.0,0.5757,703.2,11.67,3.83,metal,160
160.0,3.68,1.0,-1.3453,0.2024,528.21,0.0412,700.0,1077.67,533.28,344.41,46932.5,1.64,3198.6,26.162,9646931.0,0.553,703.2,11.32,3.68,metal,160
160.1,3.77,1.0,-1.2762,0.1576,535.53,0.044,730.79,1011.01,477.73,388.85,45038.5,1.66,3832.5,23.944,9395124.0,0.5967,703.2,11.53,3.77,metal,160
160.1,3.75,1.0,-1.2606,0.127,531.6,0.0444,719.91,999.9,488.84,377.74,44285.7,1.662,3896.0,24.083,9136689.0,0.5977,703.2,11.48,3.75,metal,160
160.0,3.67,1.0,-1.3222,0.0976,526.66,0.044,694.77,1011.01,533.28,411.07,44284.7,1.643,3718.3,24.889,8988362.0,0.5816,703.2,11.3,3.67,metal,160
160.0,3.71,1.0,-1.2519,0.1129,530.47,0.0449,711.14,988.79,555.5,377.74,43737.1,1.651,4024.1,23.755,9013494.0,0.6019,703.2,11.4,3.71,metal,160
159.9,3.92,1.0,-1.1129,0.1942,539.9,0.069,748.75,966.57,544.39,366.63,43555.9,1.709,4687.7,21.559,9224387.0,0.641,703.2,11.86,3.92,metal,160
159.7,3.71,1.0,-1.3022,0.1522,530.27,0.0215,705.57,1033.23,544.39,411.07,45253.5,1.643,3873.7,24.247,9487794.0,0.5913,703.2,11.38,3.71,metal,160
159.6,3.89,1.0,-1.1619,0.1159,554.65,0.0476,742.72,933.24,499.95,377.74,43506.8,1.65,4235.1,22.262,9454103.0,0.6248,703.2,11.81,3.89,metal,160
159.6,3.91,1.0,-1.1819,0.1862,546.13,0.0455,745.86,977.68,555.5,366.63,44492.9,1.686,4159.7,22.283,9473835.0,0.6248,703.2,11.85,3.91,metal,160
159.5,3.87,1.0,-1.2851,0.2113,535.79,0.0213,754.4,1044.34,555.5,433.29,46166.4,1.698,3897.9,23.779,9804823.0,0.6014,703.2,11.75,3.87,metal,160
159.9,3.92,1.0,-1.2179,0.2052,552.61,0.0449,748.0,988.79,488.84,355.52,45596.4,1.671,3943.3,22.876,9873391.0,0.6163,703.2,11.87,3.92,metal,160
159.9,4.09,1.0,-1.0866,0.2639,557.04,0.0449,788.81,988.79,488.84,444.4,45831.3,1.732,4649.9,21.187,10089435.0,0.6443,703.2,12.23,4.09,metal,160
160.2,4.21,1.0,-0.9522,0.3621,561.15,0.0682,814.44,977.68,477.73,355.52,45593.0,1.768,5080.4,19.904,10303210.0,0.6631,703.2,12.48,4.21,metal,160
160.2,4.31,1.0,-0.8187,0.4558,561.4,0.0682,834.31,977.68,488.84,444.4,45538.7,1.814,5035.7,19.003,10352108.0,0.6693,703.2,12.69,4.31,metal,160
159.9,4.09,1.0,-1.1442,0.3327,548.56,0.0426,775.78,1044.34,544.39,455.51,47389.8,1.761,4468.5,21.947,10217478.0,0.6374,703.2,12.24,4.09,metal,160
159.9,4.01,1.0,-1.1548,0.3511,538.6,0.0412,775.04,1077.67,544.39,477.73,47757.5,1.752,4388.3,22.159,10194254.0,0.6319,703.2,12.06,4.01,metal,160
159.4,4.13,1.0,-1.0456,0.3554,561.82,0.0674,780.9,988.79,488.84,455.51,46337.6,1.726,4680.2,20.873,10239450.0,0.6523,703.2,12.31,4.13,metal,160
159.4,4.23,1.0,-0.9561,0.4054,558.82,0.0667,800.45,999.9,488.84,466.62,46455.7,1.771,4914.7,20.527,10213982.0,0.6557,703.2,12.52,4.23,metal,160
159.7,4.32,1.0,-0.8796,0.4522,563.54,0.0674,819.63,988.79,488.84,366.63,46361.1,1.79,5000.1,20.049,10508158.0,0.6616,703.2,12.71,4.32,metal,160
159.7,4.39,1.0,-0.8559,0.4502,568.8,0.0674,831.37,988.79,488.84,455.51,46840.4,1.8,4681.9,20.457,10705958.0,0.648,703.2,12.85,4.39,metal,160
159.7,4.34,1.0,-0.8623,0.4567,565.08,0.0449,810.88,988.79,488.84,455.51,46680.5,1.788,4742.3,20.488,10485392.0,0.6518,703.2,12.75,4.34,metal,160
159.7,4.29,1.0,-0.922,0.4685,553.85,0.0426,813.86,1044.34,544.39,455.51,47965.3,1.802,4738.3,20.999,10528355.0,0.6488,703.2,12.66,4.29,metal,160
159.4,4.33,1.0,-0.8829,0.4543,563.27,0.0449,808.8,988.79,488.84,444.4,46487.7,1.782,4651.5,20.518,10436239.0,0.6528,703.2,12.73,4.33,metal,160
159.4,4.1,1.0,-1.1524,0.345,549.1,0.0211,770.64,1055.45,555.5,444.4,48210.6,1.728,3673.8,23.704,10219607.0,0.6006,703.2,12.27,4.1,metal,160
159.4,4.12,1.0,-1.0657,0.4203,544.16,0.0412,767.37,1077.67,544.39,477.73,48624.2,1.745,4077.5,22.363,10305224.0,0.6235,703.2,12.29,4.12,metal,160
159.4,4.23,1.0,-0.9099,0.4767,546.72,0.0632,805.74,1055.45,544.39,455.51,47900.5,1.789,4566.0,20.79,10235438.0,0.6501,703.2,12.53,4.23,metal,160
159.4,4.09,1.0,-1.0669,0.4055,536.02,0.0206,774.3,1077.67,555.5,466.62,47892.1,1.765,4196.4,22.282,9897382.0,0.6308,703.2,12.24,4.09,metal,160
159.4,4.02,1.0,-1.068,0.4097,535.88,0.0408,750.8,1088.78,544.39,488.84,48326.8,1.733,4516.2,21.984,9969783.0,0.6401,703.2,12.09,4.02,metal,160
159.4,4.17,1.0,-0.9937,0.4265,542.35,0.0421,795.19,1055.45,544.39,455.51,47515.2,1.78,4703.9,21.186,10091473.0,0.6502,703.2,12.4,4.17,metal,160
159.5,3.96,1.0,-1.1681,0.3394,537.08,0.0208,742.26,1066.56,555.5,455.51,47661.3,1.706,4185.4,23.594,9720355.0,0.6122,703.2,11.94,3.96,metal,160
159.5,4.01,1.0,-1.1131,0.365,538.09,0.0417,753.59,1066.56,544.39,466.62,47637.4,1.724,4583.2,22.35,9938773.0,0.6365,703.2,12.05,4.01,metal,160
159.4,4.21,1.0,-1.0098,0.4008,562.67,0.0444,784.56,999.9,488.84,466.62,47052.1,1.733,4800.1,20.712,10559839.0,0.6584,703.2,12.49,4.21,metal,160
159.4,4.03,1.0,-1.1713,0.3472,540.91,0.0206,754.5,1077.67,544.39,477.73,48260.3,1.72,4284.6,23.234,10215292.0,0.6198,703.2,12.1,4.03,metal,160
159.4,4.13,1.0,-1.0834,0.3883,548.08,0.0426,771.89,1044.34,544.39,444.4,47611.0,1.737,4749.5,21.613,10246423.0,0.6491,351.6,12.33,4.13,metal,160
159.3,4.29,1.0,-0.9448,0.4388,554.14,0.043,796.22,1033.23,533.28,444.4,47670.7,1.778,4702.2,20.85,10350773.0,0.6533,351.6,12.64,4.29,metal,160
159.4,4.26,1.0,-1.0211,0.3983,550.65,0.0211,796.26,1055.45,555.5,455.51,48327.2,1.775,4692.2,21.583,10284934.0,0.6482,351.6,12.59,4.26,metal,160
159.4,4.37,1.0,-0.9064,0.4269,567.07,0.0449,807.5,988.79,499.95,444.4,47059.7,1.765,4962.9,20.314,10502071.0,0.6671,351.6,12.81,4.37,metal,160
159.4,4.42,1.0,-0.7541,0.4998,565.33,0.0667,827.36,999.9,488.84,466.62,47367.1,1.79,5186.5,19.42,10580590.0,0.6813,351.6,12.9,4.42,metal,160
159.7,4.13,1.0,-1.0172,0.4028,542.33,0.0412,758.08,1077.67,533.28,399.96,48575.5,1.743,4475.5,21.928,10227129.0,0.6429,351.6,12.32,4.13,metal,160
160.0,4.26,1.0,-0.9457,0.4275,554.8,0.0444,786.73,999.9,488.84,366.63,46614.0,1.755,4800.3,20.75,9914829.0,0.6573,351.6,12.58,4.26,metal,160
160.3,4.34,1.0,-0.8075,0.5065,553.23,0.0667,811.0,999.9,499.95,366.63,46308.1,1.798,5264.7,19.264,9892679.0,0.6793,703.2,12.75,4.34,metal,160
160.6,3.98,1.0,-1.1274,0.3602,532.27,0.0206,737.54,1077.67,555.5,377.74,47708.6,1.714,4765.5,22.137,9344383.0,0.643,351.6,12.0,3.98,metal,160
160.6,4.2,1.0,-1.0673,0.3782,545.88,0.0426,771.43,1044.34,544.39,355.52,47599.9,1.762,4690.0,21.56,9703609.0,0.6478,351.6,12.47,4.2,metal,160
160.6,4.22,1.0,-0.9778,0.4274,539.71,0.0421,790.75,1055.45,544.39,366.63,47339.6,1.789,4819.3,20.513,9631121.0,0.6605,351.6,12.5,4.22,metal,160
160.7,4.19,1.0,-1.0253,0.4102,541.04,0.0421,771.91,1055.45,555.5,366.63,47404.2,1.769,4642.6,20.826,9618938.0,0.6534,703.2,12.44,4.19,metal,160
160.8,4.34,1.0,-0.8602,0.4441,561.68,0.0449,809.58,988.79,488.84,366.63,46410.0,1.766,5164.3,19.184,10156161.0,0.6768,703.2,12.76,4.34,metal,160
160.9,4.47,1.0,-0.7393,0.5056,565.94,0.0899,845.11,988.79,488.84,366.63,46590.7,1.807,5181.2,18.658,10410415.0,0.679,703.2,13.01,4.47,metal,160
161.0,4.5,1.0,-0.7786,0.4816,566.26,0.0674,837.15,988.79,499.95,355.52,46863.7,1.817,5152.7,19.432,10038836.0,0.6691,703.2,13.06,4.5,metal,160
161.0,4.29,1.0,-0.9504,0.4285,548.59,0.0632,806.97,1055.45,555.5,366.63,48039.8,1.79,4706.7,20.981,9881018.0,0.6501,703.2,12.66,4.29,metal,160
161.0,4.43,1.0,-0.8077,0.4654,569.63,0.0449,835.39,988.79,488.84,355.52,47069.0,1.786,4844.0,19.812,10346716.0,0.6603,703.2,12.94,4.43,metal,160
161.0,4.15,1.0,-1.0997,0.3592,550.75,0.0632,772.11,1055.45,555.5,366.63,48337.5,1.73,4236.7,22.335,9961344.0,0.6266,703.2,12.36,4.15,metal,160
160.9,4.36,1.0,-0.9456,0.4429,553.29,0.0421,825.18,1055.45,555.5,366.63,48501.8,1.809,4429.9,21.161,10185651.0,0.6434,703.2,12.78,4.36,metal,160
160.9,4.31,1.0,-1.001,0.4132,557.97,0.0638,802.48,1044.34,544.39,366.63,48513.9,1.777,4407.4,21.724,10291229.0,0.6359,703.2,12.69,4.31,metal,160
160.9,4.14,1.0,-1.1746,0.3365,548.68,0.0206,770.64,1077.67,555.5,388.85,48950.3,1.74,3799.1,23.234,10279637.0,0.6086,703.2,12.35,4.14,metal,160
160.9,4.2,1.0,-1.1369,0.3361,555.2,0.0426,781.49,1044.34,544.39,355.52,48183.3,1.741,4099.6,22.477,10409904.0,0.6224,703.2,12.46,4.2,metal,160
161.0,4.26,1.0,-1.0356,0.382,550.73,0.0638,804.97,1044.34,555.5,355.52,47623.8,1.783,4529.0,21.285,10275333.0,0.6438,703.2,12.59,4.26,metal,160
161.0,4.22,1.0,-1.07,0.3541,552.51,0.0638,786.38,1044.34,555.5,344.41,47852.9,1.757,4399.6,21.985,10369557.0,0.6329,703.2,12.5,4.22,metal,160
161.0,4.3,1.0,-1.0398,0.363,551.67,0.0632,808.44,1055.45,555.5,366.63,48151.8,1.791,4647.0,21.439,10388934.0,0.6428,703.2,12.68,4.3,metal,160
161.0,4.41,1.0,-0.9364,0.3554,569.67,0.0455,825.01,977.68,499.95,344.41,46535.6,1.777,4842.8,20.313,10397579.0,0.658,703.2,12.89,4.41,metal,160
161.0,4.24,1.0,-1.0972,0.2999,555.44,0.043,781.14,1033.23,544.39,355.52,47646.6,1.747,4543.1,22.092,10241886.0,0.6346,703.2,12.54,4.24,metal,160
160.9,4.38,1.0,-0.9289,0.2954,587.0,0.0732,807.28,911.02,488.84,288.86,45251.2,1.707,4909.2,20.809,10319219.0,0.65,703.2,12.84,4.38,metal,160
