r_cm,v_cms,temp,peak,snr,width_us,area,power_percent,snr_norm_r,area_norm_r,width_rel,energy_density,stability_std,snr_variance,echo_consistency,gt_distance_cm,material
45.8,0.22,25.0,2444.74,12.25,777.7,90788.9,19.8,0.2607271876595021,2024.002062893438,17.757538989394885,114.03896805348082,0.142828568570859,0.05660275,1412.1425209499937,50,Cardboard
45.8,0.22,25.0,2444.74,12.25,777.7,90788.9,19.8,0.2607271876595021,2024.002062893438,17.757538989394885,114.03896805348082,0.142828568570859,0.05660275,1412.1425209499937,50,Cardboard
45.8,-0.22,25.0,2380.84,11.93,822.14,92940.8,19.8,0.2607271876595021,2024.002062893438,17.757538989394885,114.03896805348082,0.142828568570859,0.05660275,1412.1425209499937,50,Cardboard
56.6,0.0,25.0,5056.8,25.47,633.27,148737.9,19.8,0.4783802651740204,2758.887978360799,11.32987926451734,243.5544300763122,0.0400000000000005,1.2137227500000018,5570.195296450564,60,Cardboard
56.6,0.0,25.0,5056.8,25.47,633.27,148737.9,19.8,0.4783802651740204,2758.887978360799,11.32987926451734,243.5544300763122,0.0400000000000005,1.2137227500000018,5570.195296450564,60,Cardboard
56.6,0.0,25.0,5056.8,25.47,633.27,148737.9,19.8,0.4783802651740204,2758.887978360799,11.32987926451734,243.5544300763122,0.0400000000000005,1.2137227500000018,5570.195296450564,60,Cardboard
56.6,0.0,25.0,5056.8,25.47,633.27,148737.9,19.8,0.4783802651740204,2758.887978360799,11.32987926451734,243.5544300763122,0.0400000000000005,1.2137227500000018,5570.195296450564,60,Cardboard
56.6,0.0,25.0,5056.8,25.47,633.27,148737.9,19.8,0.4783802651740204,2758.887978360799,11.32987926451734,243.5544300763122,0.0400000000000005,1.2137227500000018,5570.195296450564,60,Cardboard
56.6,0.0,25.0,5622.56,28.28,622.16,154162.4,19.8,0.4783802651740204,2758.887978360799,11.32987926451734,243.5544300763122,0.0400000000000005,1.2137227500000018,5570.195296450564,60,Cardboard
56.6,0.0,25.0,5622.56,28.28,622.16,154162.4,19.8,0.4783802651740204,2758.887978360799,11.32987926451734,243.5544300763122,0.0400000000000005,1.2137227500000018,5570.195296450564,60,Cardboard
56.6,0.0,25.0,5622.56,28.28,622.16,154162.4,19.8,0.4783802651740204,2758.887978360799,11.32987926451734,243.5544300763122,0.0400000000000005,1.2137227500000018,5570.195296450564,60,Cardboard
